locusId	sysName	desc	Minimal Media+Sucrose	Minimal Media+Glucose	Cucumber_1	Cucumber_2	name	scaffoldId	begin	end	strand
LU633_RS00815	LU633_RS00815	sugar kinase	0.10822300014461	-0.175020774760447	0.128338075828047	0.279070768956172		NZ_CP089932.1	160136	161068	-
LU633_RS00820	LU633_RS00820	AsmA family protein	-0.199754929869751	0.0067080333970983	0.154353740743985	-0.1982285137085		NZ_CP089932.1	161343	163358	+
LU633_RS00825	LU633_RS00825	hypothetical protein	0.0607632460844287	-0.0225232006477063	0.0303884381684478	1.05331704503427		NZ_CP089932.1	163838	164569	-
LU633_RS00830	LU633_RS00830	IS5/IS1182 family transposase	-0.263223394761054	0.191466684589443	-0.125308872907132	-0.144180439122024		NZ_CP089932.1	164702	165188	-
LU633_RS00860	LU633_RS00860	hypothetical protein	0.407564972061524	0.243610564792304	0.737859599382807	-0.172683495926083		NZ_CP089932.1	169193	169615	-
LU633_RS00875	LU633_RS00875	type III secretion inner membrane ring lipoprotein SctJ	0.663673689380068	-0.14327374400462	0.573037878751064	-0.819213177695414	sctJ	NZ_CP089932.1	170844	171614	-
LU633_RS00880	LU633_RS00880	type III secretion system inner rod subunit SctI	0.224666370339388	0.17167783697608	-0.0576166250734755	-0.488260096323543	sctI	NZ_CP089932.1	171614	171937	-
LU633_RS00885	LU633_RS00885	type III secretion system needle filament subunit SctF	-0.286177635410628	-0.365328850326663	0.389390420797744	-0.234985536046446	sctF	NZ_CP089932.1	171992	172264	-
LU633_RS00890	LU633_RS00890	PrgH/EprH family type III secretion apparatus protein	-0.0267749363020562	-0.063006709494376	0.415986938560425	1.38123461985441		NZ_CP089932.1	172268	173521	-
LU633_RS00895	LU633_RS00895	helix-turn-helix domain-containing protein	0.402111837453469	0.388524023396889	0.276035494935334	0.23663146530737		NZ_CP089932.1	173811	174689	+
LU633_RS00900	LU633_RS00900	type III secretion system outer membrane ring subunit SctC	0.326767799880764	0.319546328730127	0.444096730092268	0.278312255140117	sctC	NZ_CP089932.1	174682	176454	+
LU633_RS00905	LU633_RS00905	type III secretion system gatekeeper subunit SctW	-0.0639476250906874	0.351907438021102	-0.360834784771098	0.123170886162841	sctW	NZ_CP089932.1	176461	177582	+
LU633_RS00910	LU633_RS00910	EscV/YscV/HrcV family type III secretion system export apparatus protein	0.530679976455576	0.30210690679583	0.0506687251186826	0.165806903898318		NZ_CP089932.1	177613	179667	+
LU633_RS00920	LU633_RS00920	type III secretion system ATPase SctN	0.345331463303841	0.183515576501905	-0.251707265343129	-0.178949852436125	sctN	NZ_CP089932.1	180103	181398	+
LU633_RS00930	LU633_RS00930	hypothetical protein	0.116108407908961	0.0166970251219671	0.172941311936802	0.0344002109301598		NZ_CP089932.1	181824	182732	+
LU633_RS00935	LU633_RS00935	FliM/FliN family flagellar motor switch protein	-0.182042403166059	-0.0293072482146779	0.267209978597909	-0.215512312584121		NZ_CP089932.1	182729	183655	+
LU633_RS00950	LU633_RS00950	type III secretion system export apparatus subunit SctT	0.449211025725902	0.216215222298397	0.0786989819111825	0.144380103928705	sctT	NZ_CP089932.1	184580	185344	+
LU633_RS00955	LU633_RS00955	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	-2.74893337781647	-1.19131767309254	-0.161555946851115	0.406887309339983		NZ_CP089932.1	185354	186445	+
LU633_RS00960	LU633_RS00960	type III secretion system translocator chaperone SicA	0.642965005149216	0.288564379339943	-0.0208694588307003	-0.496497401747902	sicA	NZ_CP089932.1	186580	187116	+
LU633_RS00965	LU633_RS00965	type III secretion system translocon subunit SctE	-0.199101271681659	-0.0633969065299635	0.750632496461322	-0.315450952403317	sctE	NZ_CP089932.1	187131	189002	+
LU633_RS00970	LU633_RS00970	hypothetical protein	0.0038035651224175	-0.332732921472944	-0.487487473567402	-0.119497098318663		NZ_CP089932.1	189037	190242	+
LU633_RS00975	LU633_RS00975	IpaD/SipD/SspD family type III secretion system needle tip protein	-0.232897902562425	-0.0178364993823021	0.122224932349349	0.272797442122041		NZ_CP089932.1	190313	191491	+
LU633_RS00980	LU633_RS00980	hypothetical protein	-0.0202724757961801	0.196931228449426	0.0584698984045247	0.0202424268893902		NZ_CP089932.1	191690	194923	+
LU633_RS00995	LU633_RS00995	DUF1440 domain-containing protein	-0.10172378307582	-0.208085239308211	-0.322627318394194	0.146532619400282		NZ_CP089932.1	196839	197390	+
LU633_RS01005	LU633_RS01005	MHS family MFS transporter	-0.418284147743109	-0.616787508453692	0.328342322110011	-0.174198794292411		NZ_CP089932.1	199002	200330	-
LU633_RS01010	LU633_RS01010	hypothetical protein	-0.152600064477725	-0.345316892879502	0.0316189685757311	1.04078332377406		NZ_CP089932.1	200537	200695	-
LU633_RS01020	LU633_RS01020	recombinase family protein	-0.184363092816554	-0.393371299910459	-0.167376601933221	-0.339557541857297		NZ_CP089932.1	201082	201237	-
LU633_RS01025	LU633_RS01025	SDR family oxidoreductase	0.239812027245792	0.0582608638028721	0.363257858704005	0.0667855391927672		NZ_CP089932.1	201366	201608	-
LU633_RS01030	LU633_RS01030	manganese efflux pump MntP	-2.11237926475424	-1.79340220376152	-0.125774711091727	0.490652272051894	mntP	NZ_CP089932.1	202428	202988	+
LU633_RS01035	LU633_RS01035	glucose 1-dehydrogenase	0.0618317751635482	0.0106249903872881	-0.387769689455598	0.375635318886818		NZ_CP089932.1	203479	204210	+
LU633_RS01040	LU633_RS01040	curved DNA-binding protein	0.390687498439897	0.113507663111547	0.687982593219664	0.177591603730129	cbpA	NZ_CP089932.1	204323	205258	+
LU633_RS01050	LU633_RS01050	hypothetical protein	0.510637506923655	0.247523016818536	0.607303171146223	0.183057846164246		NZ_CP089932.1	205582	205917	-
LU633_RS01055	LU633_RS01055	SgcJ/EcaC family oxidoreductase	0.284686065990982	-0.0941634527560626	0.732345326263927	0.462965803611827		NZ_CP089932.1	206220	206672	-
LU633_RS01080	LU633_RS01080	RpiB/LacA/LacB family sugar-phosphate isomerase	-0.226108858915118	-0.0310628246341798	-0.148728051549382	0.522667914803896		NZ_CP089932.1	210744	211385	-
LU633_RS01085	LU633_RS01085	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	-0.15119828212769	-0.112789401491937	-0.456303445200216	-0.177577800212219	kduD	NZ_CP089932.1	211428	212189	-
LU633_RS01090	LU633_RS01090	glycoside hydrolase family 88 protein	0.436809993382523	0.0454833466877278	-0.139513998183004	0.206009712438824		NZ_CP089932.1	212203	213342	-
LU633_RS01095	LU633_RS01095	MFS transporter	0.0698114817274424	-0.0708876604799986	0.286083735430456	-0.350200582100547		NZ_CP089932.1	213365	214969	-
LU633_RS01100	LU633_RS01100	alcohol dehydrogenase AdhP	-0.0451877283037287	-0.0889867899180945	-0.343429787594499	-0.789099085237972	adhP	NZ_CP089932.1	215293	216306	+
LU633_RS01105	LU633_RS01105	hypothetical protein	-0.299739781907704	-0.11695406257422	-0.331909141637099	0.214373091111078		NZ_CP089932.1	216670	216900	-
LU633_RS01115	LU633_RS01115	DcrB-related protein	0.146487156213495	-0.0470283022819553	0.0675950568923223	1.55819168159949		NZ_CP089932.1	218622	219113	-
LU633_RS01120	LU633_RS01120	OmpA family protein	-0.741423160344064	-0.323253558009442	-0.93508772582159	-0.350417985411684		NZ_CP089932.1	219123	220607	-
LU633_RS01125	LU633_RS01125	DotU family type IV/VI secretion system protein	-0.163273006811547	-0.122867359514204	0.513606870526762	-0.242609129572573		NZ_CP089932.1	220607	221218	-
LU633_RS01130	LU633_RS01130	glycosyltransferase	0.0359462427704784	0.385932925592746	-1.16742799355957	0.938963886636134		NZ_CP089932.1	221212	222552	-
LU633_RS01135	LU633_RS01135	fimbrial protein	-0.200166599858488	0.256422338522513	-0.387239151341669	-0.532404398725419		NZ_CP089932.1	222575	223576	-
LU633_RS01140	LU633_RS01140	type VI secretion system ImpA family N-terminal domain-containing protein	-0.0210637814792691	0.112965021646035	0.0934172473949	0.286075459232958		NZ_CP089932.1	223582	224643	-
LU633_RS01145	LU633_RS01145	type VI secretion system baseplate subunit TssG	-0.169237103291282	-0.202845067111346	0.0798143712474153	-0.590749639110712	tssG	NZ_CP089932.1	224721	225746	-
LU633_RS01150	LU633_RS01150	type VI secretion system baseplate subunit TssF	0.0313270464469364	0.0689779739790105	0.012938164968562	0.188394032528671	tssF	NZ_CP089932.1	225746	227623	-
LU633_RS01155	LU633_RS01155	type VI secretion system ATPase TssH	-0.0982163941708176	-0.0416922015791781	0.0897077300606	0.0495646158843943	tssH	NZ_CP089932.1	228225	230915	+
LU633_RS01160	LU633_RS01160	type 1 fimbrial protein	-0.0030196162858615	-0.0580138034805633	0.0260188080012318	0.20558782893743		NZ_CP089932.1	230990	231541	+
LU633_RS01165	LU633_RS01165	fimbria/pilus periplasmic chaperone	0.418521235862938	-0.646258565971911	1.30684949836245	0.392217479265025		NZ_CP089932.1	231701	232447	+
LU633_RS01170	LU633_RS01170	fimbrial biogenesis outer membrane usher protein	0.0042514328933591	0.0314116128973038	0.0058744521785762	0.006780072006443		NZ_CP089932.1	232554	235190	+
LU633_RS01175	LU633_RS01175	type 1 fimbrial protein	0.126319334279909	0.171854417682126	0.23929022641792	0.507861815622407		NZ_CP089932.1	235178	235771	+
LU633_RS01180	LU633_RS01180	type VI secretion system contractile sheath small subunit	-0.359229857461168	0.054184498451767	0.382166085349662	0.443706837644025	tssB	NZ_CP089932.1	235896	236429	+
LU633_RS01185	LU633_RS01185	type VI secretion system contractile sheath large subunit	0.0106530744613065	-0.0100602857440255	0.247334684079668	-0.316801553198962	tssC	NZ_CP089932.1	236447	237946	+
LU633_RS01190	LU633_RS01190	Hcp family type VI secretion system effector	0.0764072281447525	-0.181809964882598	-0.572588702396935	-0.288258969268641		NZ_CP089932.1	238098	238583	+
LU633_RS01200	LU633_RS01200	type VI secretion system baseplate subunit TssK	0.245478891194209	0.0417401105644329	0.327695609295799	0.650778519107847	tssK	NZ_CP089932.1	239266	240612	+
LU633_RS01205	LU633_RS01205	type VI secretion system protein TssL, long form	0.166387339590884	-0.131530700604985	1.02407977734066	-0.540911535675262	tssL	NZ_CP089932.1	240612	241979	+
LU633_RS01210	LU633_RS01210	type VI secretion system membrane subunit TssM	-0.145064749060502	-0.0499536445918742	0.0318529153163398	0.158353340989786	tssM	NZ_CP089932.1	241991	245800	+
LU633_RS01220	LU633_RS01220	type VI secretion system tip protein VgrG	-0.029731046014595	0.0281585706428598	-0.0950835534046421	0.226601974683986	vgrG	NZ_CP089932.1	246554	248917	+
LU633_RS01225	LU633_RS01225	PAAR domain-containing protein	0.0148522695663331	-0.0034423542479519	0.0613368719901686	-0.634584580903972		NZ_CP089932.1	249041	249310	+
LU633_RS01230	LU633_RS01230	TagK domain-containing protein	0.15797823216395	0.0576979893662271	0.0709288012234139	0.596191102277655		NZ_CP089932.1	249373	250152	+
LU633_RS01240	LU633_RS01240	GPW/gp25 family protein	0.0863534464705185	0.0500860346127008	-0.656440551360236	0.543252815998468		NZ_CP089932.1	250980	251471	+
LU633_RS01255	LU633_RS01255	IS6 family transposase	-0.0808296978412562	0.209139295823989	-0.275473459273741	-0.212222133886604		NZ_CP089932.1	254569	255174	+
LU633_RS01260	LU633_RS01260	K(+)-transporting ATPase subunit F	-0.124141829651449	-0.22159425358983	0.284892781684976	0.11963618195141	kdpF	NZ_CP089932.1	255416	255505	+
LU633_RS01265	LU633_RS01265	potassium-transporting ATPase subunit KdpA	0.164307262362981	-0.616772019194569	0.527364521555311	0.0938939536354977	kdpA	NZ_CP089932.1	255505	257190	+
LU633_RS01270	LU633_RS01270	potassium-transporting ATPase subunit KdpB	-0.0099503484042762	-0.125839540827366	0.314090699598378	-0.130075500109924	kdpB	NZ_CP089932.1	257209	259257	+
LU633_RS01280	LU633_RS01280	two-component system sensor histidine kinase KdpD	0.375211573223461	0.402478894517931	0.432814064196378	0.911986495219508	kdpD	NZ_CP089932.1	260203	262875	+
LU633_RS01285	LU633_RS01285	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	-0.420906802781084	-0.260009179247538	-0.421585034338628	-0.381325259829263	ugpC	NZ_CP089932.1	263307	264431	-
LU633_RS01290	LU633_RS01290	carbohydrate ABC transporter permease	-0.766429461669983	-0.316870567363497	-0.167405515550814	-0.798627240350295		NZ_CP089932.1	264459	265298	-
LU633_RS01295	LU633_RS01295	sugar ABC transporter permease	-0.877490369845433	-0.38209143850598	-0.436671971560047	0.206491689183816		NZ_CP089932.1	265288	266196	-
LU633_RS01300	LU633_RS01300	extracellular solute-binding protein	-0.716304853393734	-0.195005458851609	-0.199778832172748	-0.355665710707605		NZ_CP089932.1	266206	267456	-
LU633_RS01305	LU633_RS01305	ROK family protein	-0.771416567994379	-0.254432804107962	0.1995260211765	0.39499698942525		NZ_CP089932.1	267667	268608	-
